#,,,,,,"generated_by='OpenQuake engine 3.21.0', start_date='2025-07-24T11:00:29', checksum=780008276, investigation_time=50.0, mag_bin_edges=[4.5, 5.0, 5.5, 6.0, 6.5, 7.0, 7.5, 8.0, 8.5, 9.0], dist_bin_edges=[0.0, 10.0, 20.0, 30.0, 40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 180.0, 190.0, 200.0, 210.0, 220.0, 230.0, 240.0, 250.0, 260.0, 270.0, 280.0, 290.0, 300.0, 310.0, 320.0, 330.0, 340.0, 350.0, 360.0, 370.0, 380.0, 390.0, 400.0], lon_bin_edges=[-82.08239683699213, -81.68269718843744, -81.28299753988277, -80.88329789132808, -80.48359824277341, -80.08389859421872, -79.68419894566405, -79.28449929710936, -78.88479964855468, -78.4851, -78.08540035144532, -77.68570070289064, -77.28600105433596, -76.88630140578128, -76.4866017572266, -76.08690210867192, -75.68720246011723, -75.28750281156256, -74.88780316300787], lat_bin_edges=[-3.77258, -3.372882222222222, -2.973184444444444, -2.5734866666666663, -2.1737888888888883, -1.7740911111111104, -1.3743933333333325, -0.9746955555555545, -0.5749977777777766, -0.17529999999999868, 0.22439777777777925, 0.6240955555555572, 1.023793333333335, 1.423491111111113, 1.823188888888891, 2.222886666666669, 2.622584444444447, 3.0222822222222248, 3.4219800000000027], eps_bin_edges=[-6.0, -4.0, -2.0, 0.0, 2.0, 4.0, 6.0], tectonic_region_types=['Active Shallow Crust', 'Subduction Interface', 'Subduction IntraSlab'], lon=-78.4851, lat=-0.1753"
imt,iml,poe,trt,lon,lat,mean
SA(3.53),2.15830E-01,2.00000E-02,Subduction IntraSlab,-7.54874E+01,-1.97394E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,Subduction IntraSlab,-7.54874E+01,-1.57424E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,Subduction IntraSlab,-7.54874E+01,-1.17454E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,Subduction IntraSlab,-7.54874E+01,-7.74847E-01,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,Subduction IntraSlab,-7.54874E+01,-3.75149E-01,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,Subduction IntraSlab,-7.54874E+01,2.45489E-02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,Subduction IntraSlab,-7.54874E+01,4.24247E-01,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,Subduction IntraSlab,-7.54874E+01,8.23944E-01,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,Subduction IntraSlab,-7.54874E+01,1.22364E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,Subduction IntraSlab,-7.54874E+01,1.62334E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,Subduction IntraSlab,-7.54874E+01,2.02304E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,Subduction IntraSlab,-7.54874E+01,2.42274E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,Subduction IntraSlab,-7.54874E+01,2.82243E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,Subduction IntraSlab,-7.54874E+01,3.22213E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,Subduction IntraSlab,-7.50877E+01,-3.57273E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,Subduction IntraSlab,-7.50877E+01,-3.17303E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,Subduction IntraSlab,-7.50877E+01,-2.77334E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,Subduction IntraSlab,-7.50877E+01,-2.37364E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,Subduction IntraSlab,-7.50877E+01,-1.97394E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,Subduction IntraSlab,-7.50877E+01,-1.57424E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,Subduction IntraSlab,-7.50877E+01,-1.17454E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,Subduction IntraSlab,-7.50877E+01,-7.74847E-01,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,Subduction IntraSlab,-7.50877E+01,-3.75149E-01,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,Subduction IntraSlab,-7.50877E+01,2.45489E-02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,Subduction IntraSlab,-7.50877E+01,4.24247E-01,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,Subduction IntraSlab,-7.50877E+01,8.23944E-01,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,Subduction IntraSlab,-7.50877E+01,1.22364E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,Subduction IntraSlab,-7.50877E+01,1.62334E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,Subduction IntraSlab,-7.50877E+01,2.02304E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,Subduction IntraSlab,-7.50877E+01,2.42274E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,Subduction IntraSlab,-7.50877E+01,2.82243E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,Subduction IntraSlab,-7.50877E+01,3.22213E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.18825E+01,-3.57273E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.18825E+01,-3.17303E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.18825E+01,-2.77334E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.18825E+01,-2.37364E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.18825E+01,-1.97394E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.18825E+01,-1.57424E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.18825E+01,-1.17454E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.18825E+01,-7.74847E-01,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.18825E+01,-3.75149E-01,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.18825E+01,2.45489E-02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.18825E+01,4.24247E-01,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.18825E+01,8.23944E-01,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.18825E+01,1.22364E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.18825E+01,1.62334E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.18825E+01,2.02304E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.18825E+01,2.42274E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.18825E+01,2.82243E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.18825E+01,3.22213E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.14828E+01,-3.57273E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.14828E+01,-3.17303E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.14828E+01,-2.77334E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.14828E+01,-2.37364E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.14828E+01,-1.97394E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.14828E+01,-1.57424E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.14828E+01,-1.17454E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.14828E+01,-7.74847E-01,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.14828E+01,-3.75149E-01,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.14828E+01,2.45489E-02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.14828E+01,4.24247E-01,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.14828E+01,8.23944E-01,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.14828E+01,1.22364E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.14828E+01,1.62334E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.14828E+01,2.02304E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.14828E+01,2.42274E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.14828E+01,2.82243E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.14828E+01,3.22213E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.10831E+01,-3.57273E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.10831E+01,-3.17303E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.10831E+01,-2.77334E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.10831E+01,-2.37364E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.10831E+01,-1.97394E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.10831E+01,-1.57424E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.10831E+01,-1.17454E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.10831E+01,-7.74847E-01,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.10831E+01,-3.75149E-01,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.10831E+01,2.45489E-02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.10831E+01,4.24247E-01,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.10831E+01,8.23944E-01,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.10831E+01,1.22364E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.10831E+01,1.62334E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.10831E+01,2.02304E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.10831E+01,2.42274E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.10831E+01,2.82243E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.10831E+01,3.22213E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.06834E+01,-3.57273E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.06834E+01,-3.17303E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.06834E+01,-2.77334E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.06834E+01,-2.37364E+00,5.43422E-11
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.06834E+01,-1.97394E+00,1.60294E-10
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.06834E+01,-1.57424E+00,2.80865E-10
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.06834E+01,-1.17454E+00,1.03937E-10
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.06834E+01,-7.74847E-01,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.06834E+01,-3.75149E-01,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.06834E+01,2.45489E-02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.06834E+01,4.24247E-01,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.06834E+01,8.23944E-01,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.06834E+01,1.22364E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.06834E+01,1.62334E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.06834E+01,2.02304E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.06834E+01,2.42274E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.06834E+01,2.82243E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.06834E+01,3.22213E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.02837E+01,-3.57273E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.02837E+01,-3.17303E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.02837E+01,-2.77334E+00,4.40874E-09
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.02837E+01,-2.37364E+00,5.53790E-09
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.02837E+01,-1.97394E+00,1.63642E-08
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.02837E+01,-1.57424E+00,2.79707E-08
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.02837E+01,-1.17454E+00,5.88485E-08
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.02837E+01,-7.74847E-01,4.29173E-08
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.02837E+01,-3.75149E-01,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.02837E+01,2.45489E-02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.02837E+01,4.24247E-01,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.02837E+01,8.23944E-01,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.02837E+01,1.22364E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.02837E+01,1.62334E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.02837E+01,2.02304E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.02837E+01,2.42274E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.02837E+01,2.82243E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-8.02837E+01,3.22213E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.98840E+01,-3.57273E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.98840E+01,-3.17303E+00,1.71075E-09
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.98840E+01,-2.77334E+00,4.27182E-08
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.98840E+01,-2.37364E+00,1.22109E-08
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.98840E+01,-1.97394E+00,2.95863E-08
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.98840E+01,-1.57424E+00,6.05860E-08
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.98840E+01,-1.17454E+00,1.89517E-07
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.98840E+01,-7.74847E-01,3.04068E-07
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.98840E+01,-3.75149E-01,2.77680E-07
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.98840E+01,2.45489E-02,1.09653E-08
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.98840E+01,4.24247E-01,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.98840E+01,8.23944E-01,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.98840E+01,1.22364E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.98840E+01,1.62334E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.98840E+01,2.02304E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.98840E+01,2.42274E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.98840E+01,2.82243E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.98840E+01,3.22213E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.94843E+01,-3.57273E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.94843E+01,-3.17303E+00,9.49176E-09
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.94843E+01,-2.77334E+00,4.97453E-08
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.94843E+01,-2.37364E+00,8.41975E-07
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.94843E+01,-1.97394E+00,7.19245E-08
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.94843E+01,-1.57424E+00,1.80514E-07
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.94843E+01,-1.17454E+00,7.63841E-07
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.94843E+01,-7.74847E-01,1.77596E-06
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.94843E+01,-3.75149E-01,3.55266E-06
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.94843E+01,2.45489E-02,3.92900E-06
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.94843E+01,4.24247E-01,1.82661E-06
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.94843E+01,8.23944E-01,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.94843E+01,1.22364E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.94843E+01,1.62334E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.94843E+01,2.02304E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.94843E+01,2.42274E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.94843E+01,2.82243E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.94843E+01,3.22213E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.90846E+01,-3.57273E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.90846E+01,-3.17303E+00,1.92238E-08
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.90846E+01,-2.77334E+00,5.08304E-08
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.90846E+01,-2.37364E+00,7.02773E-06
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.90846E+01,-1.97394E+00,4.13511E-06
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.90846E+01,-1.57424E+00,2.46315E-06
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.90846E+01,-1.17454E+00,1.86630E-06
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.90846E+01,-7.74847E-01,6.97176E-06
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.90846E+01,-3.75149E-01,2.27699E-05
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.90846E+01,2.45489E-02,3.87196E-05
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.90846E+01,4.24247E-01,7.96737E-06
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.90846E+01,8.23944E-01,1.50109E-06
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.90846E+01,1.22364E+00,1.13319E-07
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.90846E+01,1.62334E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.90846E+01,2.02304E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.90846E+01,2.42274E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.90846E+01,2.82243E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.90846E+01,3.22213E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.86849E+01,-3.57273E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.86849E+01,-3.17303E+00,2.00674E-08
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.86849E+01,-2.77334E+00,4.93204E-08
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.86849E+01,-2.37364E+00,1.61000E-07
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.86849E+01,-1.97394E+00,6.39110E-06
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.86849E+01,-1.57424E+00,6.63068E-05
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.86849E+01,-1.17454E+00,1.63424E-04
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.86849E+01,-7.74847E-01,1.18436E-03
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.86849E+01,-3.75149E-01,1.71732E-02
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.86849E+01,2.45489E-02,4.15746E-02
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.86849E+01,4.24247E-01,2.86768E-05
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.86849E+01,8.23944E-01,4.16435E-06
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.86849E+01,1.22364E+00,5.81128E-07
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.86849E+01,1.62334E+00,1.19112E-07
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.86849E+01,2.02304E+00,1.79990E-08
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.86849E+01,2.42274E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.86849E+01,2.82243E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.86849E+01,3.22213E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.82853E+01,-3.57273E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.82853E+01,-3.17303E+00,2.12805E-08
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.82853E+01,-2.77334E+00,4.51423E-08
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.82853E+01,-2.37364E+00,2.14467E-07
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.82853E+01,-1.97394E+00,6.04810E-07
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.82853E+01,-1.57424E+00,1.68412E-05
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.82853E+01,-1.17454E+00,4.79860E-04
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.82853E+01,-7.74847E-01,2.18359E-03
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.82853E+01,-3.75149E-01,1.84470E-02
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.82853E+01,2.45489E-02,9.03022E-03
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.82853E+01,4.24247E-01,2.65652E-05
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.82853E+01,8.23944E-01,3.42871E-06
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.82853E+01,1.22364E+00,4.67192E-07
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.82853E+01,1.62334E+00,1.11747E-07
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.82853E+01,2.02304E+00,1.89929E-08
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.82853E+01,2.42274E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.82853E+01,2.82243E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.82853E+01,3.22213E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.78856E+01,-3.57273E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.78856E+01,-3.17303E+00,1.05633E-08
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.78856E+01,-2.77334E+00,2.91686E-08
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.78856E+01,-2.37364E+00,1.17490E-07
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.78856E+01,-1.97394E+00,3.26332E-07
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.78856E+01,-1.57424E+00,1.23041E-06
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.78856E+01,-1.17454E+00,6.83217E-05
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.78856E+01,-7.74847E-01,6.49104E-04
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.78856E+01,-3.75149E-01,6.26998E-03
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.78856E+01,2.45489E-02,3.24371E-03
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.78856E+01,4.24247E-01,3.18434E-05
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,-7.78856E+01,8.23944E-01,1.79375E-06
