#,,,,,"generated_by='OpenQuake engine 3.21.0', start_date='2025-07-24T11:00:29', checksum=780008276, investigation_time=50.0, mag_bin_edges=[4.5, 5.0, 5.5, 6.0, 6.5, 7.0, 7.5, 8.0, 8.5, 9.0], dist_bin_edges=[0.0, 10.0, 20.0, 30.0, 40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 180.0, 190.0, 200.0, 210.0, 220.0, 230.0, 240.0, 250.0, 260.0, 270.0, 280.0, 290.0, 300.0, 310.0, 320.0, 330.0, 340.0, 350.0, 360.0, 370.0, 380.0, 390.0, 400.0], lon_bin_edges=[-82.08239683699213, -81.68269718843744, -81.28299753988277, -80.88329789132808, -80.48359824277341, -80.08389859421872, -79.68419894566405, -79.28449929710936, -78.88479964855468, -78.4851, -78.08540035144532, -77.68570070289064, -77.28600105433596, -76.88630140578128, -76.4866017572266, -76.08690210867192, -75.68720246011723, -75.28750281156256, -74.88780316300787], lat_bin_edges=[-3.77258, -3.372882222222222, -2.973184444444444, -2.5734866666666663, -2.1737888888888883, -1.7740911111111104, -1.3743933333333325, -0.9746955555555545, -0.5749977777777766, -0.17529999999999868, 0.22439777777777925, 0.6240955555555572, 1.023793333333335, 1.423491111111113, 1.823188888888891, 2.222886666666669, 2.622584444444447, 3.0222822222222248, 3.4219800000000027], eps_bin_edges=[-6.0, -4.0, -2.0, 0.0, 2.0, 4.0, 6.0], tectonic_region_types=['Active Shallow Crust', 'Subduction Interface', 'Subduction IntraSlab'], lon=-78.4851, lat=-0.1753"
imt,iml,poe,lon,lat,mean
SA(3.53),2.15830E-01,2.00000E-02,-7.62868E+01,-2.77334E+00,3.56470E-09
SA(3.53),2.15830E-01,2.00000E-02,-7.62868E+01,-2.37364E+00,4.84568E-12
SA(3.53),2.15830E-01,2.00000E-02,-7.62868E+01,-1.97394E+00,2.69684E-11
SA(3.53),2.15830E-01,2.00000E-02,-7.62868E+01,-1.57424E+00,4.15069E-11
SA(3.53),2.15830E-01,2.00000E-02,-7.62868E+01,-1.17454E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.62868E+01,-7.74847E-01,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.62868E+01,-3.75149E-01,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.62868E+01,2.45489E-02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.62868E+01,4.24247E-01,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.62868E+01,8.23944E-01,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.62868E+01,1.22364E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.62868E+01,1.62334E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.62868E+01,2.02304E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.62868E+01,2.42274E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.62868E+01,2.82243E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.62868E+01,3.22213E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.58871E+01,-3.57273E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.58871E+01,-3.17303E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.58871E+01,-2.77334E+00,2.81311E-10
SA(3.53),2.15830E-01,2.00000E-02,-7.58871E+01,-2.37364E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.58871E+01,-1.97394E+00,1.24667E-12
SA(3.53),2.15830E-01,2.00000E-02,-7.58871E+01,-1.57424E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.58871E+01,-1.17454E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.58871E+01,-7.74847E-01,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.58871E+01,-3.75149E-01,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.58871E+01,2.45489E-02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.58871E+01,4.24247E-01,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.58871E+01,8.23944E-01,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.58871E+01,1.22364E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.58871E+01,1.62334E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.58871E+01,2.02304E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.58871E+01,2.42274E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.58871E+01,2.82243E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.58871E+01,3.22213E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.54874E+01,-3.57273E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.54874E+01,-3.17303E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.54874E+01,-2.77334E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.54874E+01,-2.37364E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.54874E+01,-1.97394E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.54874E+01,-1.57424E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.54874E+01,-1.17454E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.54874E+01,-7.74847E-01,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.54874E+01,-3.75149E-01,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.54874E+01,2.45489E-02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.54874E+01,4.24247E-01,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.54874E+01,8.23944E-01,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.54874E+01,1.22364E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.54874E+01,1.62334E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.54874E+01,2.02304E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.54874E+01,2.42274E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.54874E+01,2.82243E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.54874E+01,3.22213E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.50877E+01,-3.57273E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.50877E+01,-3.17303E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.50877E+01,-2.77334E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.50877E+01,-2.37364E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.50877E+01,-1.97394E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.50877E+01,-1.57424E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.50877E+01,-1.17454E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.50877E+01,-7.74847E-01,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.50877E+01,-3.75149E-01,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.50877E+01,2.45489E-02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.50877E+01,4.24247E-01,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.50877E+01,8.23944E-01,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.50877E+01,1.22364E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.50877E+01,1.62334E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.50877E+01,2.02304E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.50877E+01,2.42274E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.50877E+01,2.82243E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.50877E+01,3.22213E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,-8.18825E+01,-3.57273E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,-8.18825E+01,-3.17303E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,-8.18825E+01,-2.77334E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,-8.18825E+01,-2.37364E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,-8.18825E+01,-1.97394E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,-8.18825E+01,-1.57424E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,-8.18825E+01,-1.17454E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,-8.18825E+01,-7.74847E-01,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,-8.18825E+01,-3.75149E-01,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,-8.18825E+01,2.45489E-02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,-8.18825E+01,4.24247E-01,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,-8.18825E+01,8.23944E-01,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,-8.18825E+01,1.22364E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,-8.18825E+01,1.62334E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,-8.18825E+01,2.02304E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,-8.18825E+01,2.42274E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,-8.18825E+01,2.82243E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,-8.18825E+01,3.22213E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,-8.14828E+01,-3.57273E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,-8.14828E+01,-3.17303E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,-8.14828E+01,-2.77334E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,-8.14828E+01,-2.37364E+00,1.31329E-10
SA(3.53),1.05040E-01,1.00000E-01,-8.14828E+01,-1.97394E+00,3.07660E-10
SA(3.53),1.05040E-01,1.00000E-01,-8.14828E+01,-1.57424E+00,7.21058E-10
SA(3.53),1.05040E-01,1.00000E-01,-8.14828E+01,-1.17454E+00,2.03172E-10
SA(3.53),1.05040E-01,1.00000E-01,-8.14828E+01,-7.74847E-01,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,-8.14828E+01,-3.75149E-01,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,-8.14828E+01,2.45489E-02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,-8.14828E+01,4.24247E-01,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,-8.14828E+01,8.23944E-01,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,-8.14828E+01,1.22364E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,-8.14828E+01,1.62334E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,-8.14828E+01,2.02304E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,-8.14828E+01,2.42274E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,-8.14828E+01,2.82243E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,-8.14828E+01,3.22213E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,-8.10831E+01,-3.57273E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,-8.10831E+01,-3.17303E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,-8.10831E+01,-2.77334E+00,1.46352E-09
SA(3.53),1.05040E-01,1.00000E-01,-8.10831E+01,-2.37364E+00,2.58636E-09
SA(3.53),1.05040E-01,1.00000E-01,-8.10831E+01,-1.97394E+00,2.32193E-09
SA(3.53),1.05040E-01,1.00000E-01,-8.10831E+01,-1.57424E+00,5.82578E-09
SA(3.53),1.05040E-01,1.00000E-01,-8.10831E+01,-1.17454E+00,8.15491E-09
SA(3.53),1.05040E-01,1.00000E-01,-8.10831E+01,-7.74847E-01,1.00257E-08
SA(3.53),1.05040E-01,1.00000E-01,-8.10831E+01,-3.75149E-01,9.03964E-09
SA(3.53),1.05040E-01,1.00000E-01,-8.10831E+01,2.45489E-02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,-8.10831E+01,4.24247E-01,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,-8.10831E+01,8.23944E-01,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,-8.10831E+01,1.22364E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,-8.10831E+01,1.62334E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,-8.10831E+01,2.02304E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,-8.10831E+01,2.42274E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,-8.10831E+01,2.82243E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,-8.10831E+01,3.22213E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,-8.06834E+01,-3.57273E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,-8.06834E+01,-3.17303E+00,8.05527E-10
SA(3.53),1.05040E-01,1.00000E-01,-8.06834E+01,-2.77334E+00,1.00204E-08
SA(3.53),1.05040E-01,1.00000E-01,-8.06834E+01,-2.37364E+00,1.83093E-08
SA(3.53),1.05040E-01,1.00000E-01,-8.06834E+01,-1.97394E+00,1.05454E-08
SA(3.53),1.05040E-01,1.00000E-01,-8.06834E+01,-1.57424E+00,2.49630E-08
SA(3.53),1.05040E-01,1.00000E-01,-8.06834E+01,-1.17454E+00,3.91440E-08
SA(3.53),1.05040E-01,1.00000E-01,-8.06834E+01,-7.74847E-01,6.19521E-08
SA(3.53),1.05040E-01,1.00000E-01,-8.06834E+01,-3.75149E-01,1.32606E-06
SA(3.53),1.05040E-01,1.00000E-01,-8.06834E+01,2.45489E-02,1.19364E-05
SA(3.53),1.05040E-01,1.00000E-01,-8.06834E+01,4.24247E-01,7.25740E-06
SA(3.53),1.05040E-01,1.00000E-01,-8.06834E+01,8.23944E-01,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,-8.06834E+01,1.22364E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,-8.06834E+01,1.62334E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,-8.06834E+01,2.02304E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,-8.06834E+01,2.42274E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,-8.06834E+01,2.82243E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,-8.06834E+01,3.22213E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,-8.02837E+01,-3.57273E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,-8.02837E+01,-3.17303E+00,4.95523E-10
SA(3.53),1.05040E-01,1.00000E-01,-8.02837E+01,-2.77334E+00,7.14861E-09
SA(3.53),1.05040E-01,1.00000E-01,-8.02837E+01,-2.37364E+00,1.12730E-08
SA(3.53),1.05040E-01,1.00000E-01,-8.02837E+01,-1.97394E+00,1.93250E-08
SA(3.53),1.05040E-01,1.00000E-01,-8.02837E+01,-1.57424E+00,2.81939E-08
SA(3.53),1.05040E-01,1.00000E-01,-8.02837E+01,-1.17454E+00,8.48434E-08
SA(3.53),1.05040E-01,1.00000E-01,-8.02837E+01,-7.74847E-01,1.81344E-07
SA(3.53),1.05040E-01,1.00000E-01,-8.02837E+01,-3.75149E-01,1.97285E-05
SA(3.53),1.05040E-01,1.00000E-01,-8.02837E+01,2.45489E-02,6.45223E-05
SA(3.53),1.05040E-01,1.00000E-01,-8.02837E+01,4.24247E-01,9.25716E-05
SA(3.53),1.05040E-01,1.00000E-01,-8.02837E+01,8.23944E-01,1.83666E-04
SA(3.53),1.05040E-01,1.00000E-01,-8.02837E+01,1.22364E+00,5.42270E-06
SA(3.53),1.05040E-01,1.00000E-01,-8.02837E+01,1.62334E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,-8.02837E+01,2.02304E+00,5.28799E-13
SA(3.53),1.05040E-01,1.00000E-01,-8.02837E+01,2.42274E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,-8.02837E+01,2.82243E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,-8.02837E+01,3.22213E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,-7.98840E+01,-3.57273E+00,4.87033E-12
SA(3.53),1.05040E-01,1.00000E-01,-7.98840E+01,-3.17303E+00,1.78586E-09
SA(3.53),1.05040E-01,1.00000E-01,-7.98840E+01,-2.77334E+00,4.32214E-08
SA(3.53),1.05040E-01,1.00000E-01,-7.98840E+01,-2.37364E+00,1.47188E-08
SA(3.53),1.05040E-01,1.00000E-01,-7.98840E+01,-1.97394E+00,4.96627E-08
SA(3.53),1.05040E-01,1.00000E-01,-7.98840E+01,-1.57424E+00,6.54661E-08
SA(3.53),1.05040E-01,1.00000E-01,-7.98840E+01,-1.17454E+00,1.94296E-07
SA(3.53),1.05040E-01,1.00000E-01,-7.98840E+01,-7.74847E-01,3.23686E-06
SA(3.53),1.05040E-01,1.00000E-01,-7.98840E+01,-3.75149E-01,1.43850E-04
SA(3.53),1.05040E-01,1.00000E-01,-7.98840E+01,2.45489E-02,2.78018E-04
SA(3.53),1.05040E-01,1.00000E-01,-7.98840E+01,4.24247E-01,6.85390E-04
SA(3.53),1.05040E-01,1.00000E-01,-7.98840E+01,8.23944E-01,4.26389E-04
SA(3.53),1.05040E-01,1.00000E-01,-7.98840E+01,1.22364E+00,7.00287E-05
SA(3.53),1.05040E-01,1.00000E-01,-7.98840E+01,1.62334E+00,2.35502E-05
SA(3.53),1.05040E-01,1.00000E-01,-7.98840E+01,2.02304E+00,1.88279E-06
SA(3.53),1.05040E-01,1.00000E-01,-7.98840E+01,2.42274E+00,1.34726E-12
SA(3.53),1.05040E-01,1.00000E-01,-7.98840E+01,2.82243E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,-7.98840E+01,3.22213E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,-7.94843E+01,-3.57273E+00,1.87400E-11
SA(3.53),1.05040E-01,1.00000E-01,-7.94843E+01,-3.17303E+00,9.67265E-09
SA(3.53),1.05040E-01,1.00000E-01,-7.94843E+01,-2.77334E+00,5.15350E-08
SA(3.53),1.05040E-01,1.00000E-01,-7.94843E+01,-2.37364E+00,8.50991E-07
SA(3.53),1.05040E-01,1.00000E-01,-7.94843E+01,-1.97394E+00,1.62028E-07
SA(3.53),1.05040E-01,1.00000E-01,-7.94843E+01,-1.57424E+00,2.81463E-07
SA(3.53),1.05040E-01,1.00000E-01,-7.94843E+01,-1.17454E+00,7.85665E-07
SA(3.53),1.05040E-01,1.00000E-01,-7.94843E+01,-7.74847E-01,1.83865E-06
SA(3.53),1.05040E-01,1.00000E-01,-7.94843E+01,-3.75149E-01,5.60881E-05
SA(3.53),1.05040E-01,1.00000E-01,-7.94843E+01,2.45489E-02,4.23163E-04
SA(3.53),1.05040E-01,1.00000E-01,-7.94843E+01,4.24247E-01,2.67283E-03
SA(3.53),1.05040E-01,1.00000E-01,-7.94843E+01,8.23944E-01,3.49141E-04
SA(3.53),1.05040E-01,1.00000E-01,-7.94843E+01,1.22364E+00,1.37420E-04
SA(3.53),1.05040E-01,1.00000E-01,-7.94843E+01,1.62334E+00,6.14833E-05
SA(3.53),1.05040E-01,1.00000E-01,-7.94843E+01,2.02304E+00,2.65487E-05
SA(3.53),1.05040E-01,1.00000E-01,-7.94843E+01,2.42274E+00,4.75026E-06
SA(3.53),1.05040E-01,1.00000E-01,-7.94843E+01,2.82243E+00,1.06964E-07
SA(3.53),1.05040E-01,1.00000E-01,-7.94843E+01,3.22213E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,-7.90846E+01,-3.57273E+00,8.53875E-11
SA(3.53),1.05040E-01,1.00000E-01,-7.90846E+01,-3.17303E+00,2.00740E-08
SA(3.53),1.05040E-01,1.00000E-01,-7.90846E+01,-2.77334E+00,5.48499E-08
SA(3.53),1.05040E-01,1.00000E-01,-7.90846E+01,-2.37364E+00,7.05245E-06
SA(3.53),1.05040E-01,1.00000E-01,-7.90846E+01,-1.97394E+00,4.34654E-06
SA(3.53),1.05040E-01,1.00000E-01,-7.90846E+01,-1.57424E+00,2.88752E-06
SA(3.53),1.05040E-01,1.00000E-01,-7.90846E+01,-1.17454E+00,2.02148E-06
SA(3.53),1.05040E-01,1.00000E-01,-7.90846E+01,-7.74847E-01,7.35074E-06
SA(3.53),1.05040E-01,1.00000E-01,-7.90846E+01,-3.75149E-01,2.39697E-05
SA(3.53),1.05040E-01,1.00000E-01,-7.90846E+01,2.45489E-02,3.97580E-05
SA(3.53),1.05040E-01,1.00000E-01,-7.90846E+01,4.24247E-01,8.85654E-05
SA(3.53),1.05040E-01,1.00000E-01,-7.90846E+01,8.23944E-01,3.13235E-04
SA(3.53),1.05040E-01,1.00000E-01,-7.90846E+01,1.22364E+00,2.20957E-04
SA(3.53),1.05040E-01,1.00000E-01,-7.90846E+01,1.62334E+00,9.39953E-05
SA(3.53),1.05040E-01,1.00000E-01,-7.90846E+01,2.02304E+00,4.14929E-05
SA(3.53),1.05040E-01,1.00000E-01,-7.90846E+01,2.42274E+00,1.42903E-05
SA(3.53),1.05040E-01,1.00000E-01,-7.90846E+01,2.82243E+00,6.59243E-06
SA(3.53),1.05040E-01,1.00000E-01,-7.90846E+01,3.22213E+00,8.25854E-07
SA(3.53),1.05040E-01,1.00000E-01,-7.86849E+01,-3.57273E+00,1.35081E-10
SA(3.53),1.05040E-01,1.00000E-01,-7.86849E+01,-3.17303E+00,2.10390E-08
SA(3.53),1.05040E-01,1.00000E-01,-7.86849E+01,-2.77334E+00,5.44351E-08
SA(3.53),1.05040E-01,1.00000E-01,-7.86849E+01,-2.37364E+00,2.28877E-07
SA(3.53),1.05040E-01,1.00000E-01,-7.86849E+01,-1.97394E+00,6.69539E-06
SA(3.53),1.05040E-01,1.00000E-01,-7.86849E+01,-1.57424E+00,6.66901E-05
SA(3.53),1.05040E-01,1.00000E-01,-7.86849E+01,-1.17454E+00,1.63927E-04
SA(3.53),1.05040E-01,1.00000E-01,-7.86849E+01,-7.74847E-01,1.18516E-03
SA(3.53),1.05040E-01,1.00000E-01,-7.86849E+01,-3.75149E-01,1.71761E-02
SA(3.53),1.05040E-01,1.00000E-01,-7.86849E+01,2.45489E-02,4.15787E-02
SA(3.53),1.05040E-01,1.00000E-01,-7.86849E+01,4.24247E-01,3.06988E-05
SA(3.53),1.05040E-01,1.00000E-01,-7.86849E+01,8.23944E-01,4.60117E-06
SA(3.53),1.05040E-01,1.00000E-01,-7.86849E+01,1.22364E+00,2.71387E-05
SA(3.53),1.05040E-01,1.00000E-01,-7.86849E+01,1.62334E+00,6.18625E-05
SA(3.53),1.05040E-01,1.00000E-01,-7.86849E+01,2.02304E+00,4.29098E-05
SA(3.53),1.05040E-01,1.00000E-01,-7.86849E+01,2.42274E+00,1.43567E-05
SA(3.53),1.05040E-01,1.00000E-01,-7.86849E+01,2.82243E+00,7.36573E-06
SA(3.53),1.05040E-01,1.00000E-01,-7.86849E+01,3.22213E+00,2.42217E-06
SA(3.53),1.05040E-01,1.00000E-01,-7.82853E+01,-3.57273E+00,1.48116E-10
SA(3.53),1.05040E-01,1.00000E-01,-7.82853E+01,-3.17303E+00,2.24290E-08
SA(3.53),1.05040E-01,1.00000E-01,-7.82853E+01,-2.77334E+00,6.17174E-08
SA(3.53),1.05040E-01,1.00000E-01,-7.82853E+01,-2.37364E+00,3.04591E-07
SA(3.53),1.05040E-01,1.00000E-01,-7.82853E+01,-1.97394E+00,8.40566E-07
SA(3.53),1.05040E-01,1.00000E-01,-7.82853E+01,-1.57424E+00,1.72554E-05
SA(3.53),1.05040E-01,1.00000E-01,-7.82853E+01,-1.17454E+00,4.80621E-04
SA(3.53),1.05040E-01,1.00000E-01,-7.82853E+01,-7.74847E-01,2.18437E-03
SA(3.53),1.05040E-01,1.00000E-01,-7.82853E+01,-3.75149E-01,1.84513E-02
SA(3.53),1.05040E-01,1.00000E-01,-7.82853E+01,2.45489E-02,9.03350E-03
SA(3.53),1.05040E-01,1.00000E-01,-7.82853E+01,4.24247E-01,2.81892E-05
SA(3.53),1.05040E-01,1.00000E-01,-7.82853E+01,8.23944E-01,3.71675E-06
SA(3.53),1.05040E-01,1.00000E-01,-7.82853E+01,1.22364E+00,4.85135E-07
SA(3.53),1.05040E-01,1.00000E-01,-7.82853E+01,1.62334E+00,1.14529E-07
SA(3.53),1.05040E-01,1.00000E-01,-7.82853E+01,2.02304E+00,1.14642E-05
SA(3.53),1.05040E-01,1.00000E-01,-7.82853E+01,2.42274E+00,1.34565E-05
SA(3.53),1.05040E-01,1.00000E-01,-7.82853E+01,2.82243E+00,8.53504E-06
SA(3.53),1.05040E-01,1.00000E-01,-7.82853E+01,3.22213E+00,2.53369E-06
SA(3.53),1.05040E-01,1.00000E-01,-7.78856E+01,-3.57273E+00,6.25980E-08
SA(3.53),1.05040E-01,1.00000E-01,-7.78856E+01,-3.17303E+00,1.35375E-07
SA(3.53),1.05040E-01,1.00000E-01,-7.78856E+01,-2.77334E+00,4.37432E-08
SA(3.53),1.05040E-01,1.00000E-01,-7.78856E+01,-2.37364E+00,1.72189E-07
SA(3.53),1.05040E-01,1.00000E-01,-7.78856E+01,-1.97394E+00,4.47319E-07
SA(3.53),1.05040E-01,1.00000E-01,-7.78856E+01,-1.57424E+00,1.49238E-06
SA(3.53),1.05040E-01,1.00000E-01,-7.78856E+01,-1.17454E+00,6.87784E-05
SA(3.53),1.05040E-01,1.00000E-01,-7.78856E+01,-7.74847E-01,6.49283E-04
SA(3.53),1.05040E-01,1.00000E-01,-7.78856E+01,-3.75149E-01,6.26998E-03
SA(3.53),1.05040E-01,1.00000E-01,-7.78856E+01,2.45489E-02,3.24386E-03
SA(3.53),1.05040E-01,1.00000E-01,-7.78856E+01,4.24247E-01,3.22400E-05
SA(3.53),1.05040E-01,1.00000E-01,-7.78856E+01,8.23944E-01,1.89580E-06
SA(3.53),1.05040E-01,1.00000E-01,-7.78856E+01,1.22364E+00,3.99545E-07
SA(3.53),1.05040E-01,1.00000E-01,-7.78856E+01,1.62334E+00,7.92623E-08
SA(3.53),1.05040E-01,1.00000E-01,-7.78856E+01,2.02304E+00,1.20326E-10
SA(3.53),1.05040E-01,1.00000E-01,-7.78856E+01,2.42274E+00,8.82290E-09
SA(3.53),1.05040E-01,1.00000E-01,-7.78856E+01,2.82243E+00,3.16460E-06
SA(3.53),1.05040E-01,1.00000E-01,-7.78856E+01,3.22213E+00,2.37872E-06
SA(3.53),1.05040E-01,1.00000E-01,-7.74859E+01,-3.57273E+00,5.34188E-08
SA(3.53),1.05040E-01,1.00000E-01,-7.74859E+01,-3.17303E+00,4.32463E-07
SA(3.53),1.05040E-01,1.00000E-01,-7.74859E+01,-2.77334E+00,1.52751E-07
