#,,,,,"generated_by='OpenQuake engine 3.21.0', start_date='2025-07-24T11:00:29', checksum=780008276, investigation_time=50.0, mag_bin_edges=[4.5, 5.0, 5.5, 6.0, 6.5, 7.0, 7.5, 8.0, 8.5, 9.0], dist_bin_edges=[0.0, 10.0, 20.0, 30.0, 40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 180.0, 190.0, 200.0, 210.0, 220.0, 230.0, 240.0, 250.0, 260.0, 270.0, 280.0, 290.0, 300.0, 310.0, 320.0, 330.0, 340.0, 350.0, 360.0, 370.0, 380.0, 390.0, 400.0], lon_bin_edges=[-82.08239683699213, -81.68269718843744, -81.28299753988277, -80.88329789132808, -80.48359824277341, -80.08389859421872, -79.68419894566405, -79.28449929710936, -78.88479964855468, -78.4851, -78.08540035144532, -77.68570070289064, -77.28600105433596, -76.88630140578128, -76.4866017572266, -76.08690210867192, -75.68720246011723, -75.28750281156256, -74.88780316300787], lat_bin_edges=[-3.77258, -3.372882222222222, -2.973184444444444, -2.5734866666666663, -2.1737888888888883, -1.7740911111111104, -1.3743933333333325, -0.9746955555555545, -0.5749977777777766, -0.17529999999999868, 0.22439777777777925, 0.6240955555555572, 1.023793333333335, 1.423491111111113, 1.823188888888891, 2.222886666666669, 2.622584444444447, 3.0222822222222248, 3.4219800000000027], eps_bin_edges=[-6.0, -4.0, -2.0, 0.0, 2.0, 4.0, 6.0], tectonic_region_types=['Active Shallow Crust', 'Subduction Interface', 'Subduction IntraSlab'], lon=-78.4851, lat=-0.1753"
imt,iml,poe,mag,dist,mean
SA(3.53),2.15830E-01,2.00000E-02,7.75000E+00,2.25000E+02,6.31724E-07
SA(3.53),2.15830E-01,2.00000E-02,7.75000E+00,2.35000E+02,3.92019E-07
SA(3.53),2.15830E-01,2.00000E-02,7.75000E+00,2.45000E+02,1.98364E-07
SA(3.53),2.15830E-01,2.00000E-02,7.75000E+00,2.55000E+02,1.06611E-07
SA(3.53),2.15830E-01,2.00000E-02,7.75000E+00,2.65000E+02,6.63089E-08
SA(3.53),2.15830E-01,2.00000E-02,7.75000E+00,2.75000E+02,3.84727E-08
SA(3.53),2.15830E-01,2.00000E-02,7.75000E+00,2.85000E+02,2.70542E-08
SA(3.53),2.15830E-01,2.00000E-02,7.75000E+00,2.95000E+02,2.07406E-08
SA(3.53),2.15830E-01,2.00000E-02,7.75000E+00,3.05000E+02,1.48369E-08
SA(3.53),2.15830E-01,2.00000E-02,7.75000E+00,3.15000E+02,9.68288E-09
SA(3.53),2.15830E-01,2.00000E-02,7.75000E+00,3.25000E+02,7.11976E-09
SA(3.53),2.15830E-01,2.00000E-02,7.75000E+00,3.35000E+02,5.16690E-09
SA(3.53),2.15830E-01,2.00000E-02,7.75000E+00,3.45000E+02,7.57458E-09
SA(3.53),2.15830E-01,2.00000E-02,7.75000E+00,3.55000E+02,1.16886E-08
SA(3.53),2.15830E-01,2.00000E-02,7.75000E+00,3.65000E+02,1.47810E-08
SA(3.53),2.15830E-01,2.00000E-02,7.75000E+00,3.75000E+02,1.14086E-08
SA(3.53),2.15830E-01,2.00000E-02,7.75000E+00,3.85000E+02,1.13736E-08
SA(3.53),2.15830E-01,2.00000E-02,7.75000E+00,3.95000E+02,8.16897E-09
SA(3.53),2.15830E-01,2.00000E-02,8.25000E+00,5.00000E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,8.25000E+00,1.50000E+01,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,8.25000E+00,2.50000E+01,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,8.25000E+00,3.50000E+01,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,8.25000E+00,4.50000E+01,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,8.25000E+00,5.50000E+01,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,8.25000E+00,6.50000E+01,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,8.25000E+00,7.50000E+01,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,8.25000E+00,8.50000E+01,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,8.25000E+00,9.50000E+01,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,8.25000E+00,1.05000E+02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,8.25000E+00,1.15000E+02,1.67891E-05
SA(3.53),2.15830E-01,2.00000E-02,8.25000E+00,1.25000E+02,2.93818E-05
SA(3.53),2.15830E-01,2.00000E-02,8.25000E+00,1.35000E+02,2.55404E-05
SA(3.53),2.15830E-01,2.00000E-02,8.25000E+00,1.45000E+02,1.95755E-05
SA(3.53),2.15830E-01,2.00000E-02,8.25000E+00,1.55000E+02,1.63123E-05
SA(3.53),2.15830E-01,2.00000E-02,8.25000E+00,1.65000E+02,1.13357E-05
SA(3.53),2.15830E-01,2.00000E-02,8.25000E+00,1.75000E+02,9.69695E-06
SA(3.53),2.15830E-01,2.00000E-02,8.25000E+00,1.85000E+02,6.37252E-06
SA(3.53),2.15830E-01,2.00000E-02,8.25000E+00,1.95000E+02,5.17683E-06
SA(3.53),2.15830E-01,2.00000E-02,8.25000E+00,2.05000E+02,3.72583E-06
SA(3.53),2.15830E-01,2.00000E-02,8.25000E+00,2.15000E+02,2.88156E-06
SA(3.53),2.15830E-01,2.00000E-02,8.25000E+00,2.25000E+02,2.00799E-06
SA(3.53),2.15830E-01,2.00000E-02,8.25000E+00,2.35000E+02,1.49004E-06
SA(3.53),2.15830E-01,2.00000E-02,8.25000E+00,2.45000E+02,5.93547E-07
SA(3.53),2.15830E-01,2.00000E-02,8.25000E+00,2.55000E+02,3.49618E-07
SA(3.53),2.15830E-01,2.00000E-02,8.25000E+00,2.65000E+02,2.73124E-07
SA(3.53),2.15830E-01,2.00000E-02,8.25000E+00,2.75000E+02,1.71112E-07
SA(3.53),2.15830E-01,2.00000E-02,8.25000E+00,2.85000E+02,1.21398E-07
SA(3.53),2.15830E-01,2.00000E-02,8.25000E+00,2.95000E+02,9.25617E-08
SA(3.53),2.15830E-01,2.00000E-02,8.25000E+00,3.05000E+02,7.35486E-08
SA(3.53),2.15830E-01,2.00000E-02,8.25000E+00,3.15000E+02,5.21032E-08
SA(3.53),2.15830E-01,2.00000E-02,8.25000E+00,3.25000E+02,3.70386E-08
SA(3.53),2.15830E-01,2.00000E-02,8.25000E+00,3.35000E+02,2.82366E-08
SA(3.53),2.15830E-01,2.00000E-02,8.25000E+00,3.45000E+02,2.16800E-08
SA(3.53),2.15830E-01,2.00000E-02,8.25000E+00,3.55000E+02,1.67230E-08
SA(3.53),2.15830E-01,2.00000E-02,8.25000E+00,3.65000E+02,1.28727E-08
SA(3.53),2.15830E-01,2.00000E-02,8.25000E+00,3.75000E+02,9.83891E-09
SA(3.53),2.15830E-01,2.00000E-02,8.25000E+00,3.85000E+02,7.02004E-09
SA(3.53),2.15830E-01,2.00000E-02,8.25000E+00,3.95000E+02,5.44145E-09
SA(3.53),2.15830E-01,2.00000E-02,8.75000E+00,5.00000E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,8.75000E+00,1.50000E+01,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,8.75000E+00,2.50000E+01,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,8.75000E+00,3.50000E+01,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,8.75000E+00,4.50000E+01,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,8.75000E+00,5.50000E+01,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,8.75000E+00,6.50000E+01,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,8.75000E+00,7.50000E+01,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,8.75000E+00,8.50000E+01,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,8.75000E+00,9.50000E+01,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,8.75000E+00,1.05000E+02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,8.75000E+00,1.15000E+02,3.97652E-05
SA(3.53),2.15830E-01,2.00000E-02,8.75000E+00,1.25000E+02,6.28498E-05
SA(3.53),2.15830E-01,2.00000E-02,8.75000E+00,1.35000E+02,5.05069E-05
SA(3.53),2.15830E-01,2.00000E-02,8.75000E+00,1.45000E+02,4.26405E-05
SA(3.53),2.15830E-01,2.00000E-02,8.75000E+00,1.55000E+02,3.04893E-05
SA(3.53),2.15830E-01,2.00000E-02,8.75000E+00,1.65000E+02,2.82622E-05
SA(3.53),2.15830E-01,2.00000E-02,8.75000E+00,1.75000E+02,2.01513E-05
SA(3.53),2.15830E-01,2.00000E-02,8.75000E+00,1.85000E+02,1.63157E-05
SA(3.53),2.15830E-01,2.00000E-02,8.75000E+00,1.95000E+02,1.26357E-05
SA(3.53),2.15830E-01,2.00000E-02,8.75000E+00,2.05000E+02,1.00170E-05
SA(3.53),2.15830E-01,2.00000E-02,8.75000E+00,2.15000E+02,7.97628E-06
SA(3.53),2.15830E-01,2.00000E-02,8.75000E+00,2.25000E+02,6.55867E-06
SA(3.53),2.15830E-01,2.00000E-02,8.75000E+00,2.35000E+02,4.18486E-06
SA(3.53),2.15830E-01,2.00000E-02,8.75000E+00,2.45000E+02,1.41021E-06
SA(3.53),2.15830E-01,2.00000E-02,8.75000E+00,2.55000E+02,1.21536E-06
SA(3.53),2.15830E-01,2.00000E-02,8.75000E+00,2.65000E+02,7.96346E-07
SA(3.53),2.15830E-01,2.00000E-02,8.75000E+00,2.75000E+02,6.13799E-07
SA(3.53),2.15830E-01,2.00000E-02,8.75000E+00,2.85000E+02,4.73041E-07
SA(3.53),2.15830E-01,2.00000E-02,8.75000E+00,2.95000E+02,3.09521E-07
SA(3.53),2.15830E-01,2.00000E-02,8.75000E+00,3.05000E+02,2.59079E-07
SA(3.53),2.15830E-01,2.00000E-02,8.75000E+00,3.15000E+02,2.25460E-07
SA(3.53),2.15830E-01,2.00000E-02,8.75000E+00,3.25000E+02,1.46386E-07
SA(3.53),2.15830E-01,2.00000E-02,8.75000E+00,3.35000E+02,1.15691E-07
SA(3.53),2.15830E-01,2.00000E-02,8.75000E+00,3.45000E+02,9.22361E-08
SA(3.53),2.15830E-01,2.00000E-02,8.75000E+00,3.55000E+02,6.78551E-08
SA(3.53),2.15830E-01,2.00000E-02,8.75000E+00,3.65000E+02,6.12578E-08
SA(3.53),2.15830E-01,2.00000E-02,8.75000E+00,3.75000E+02,4.48362E-08
SA(3.53),2.15830E-01,2.00000E-02,8.75000E+00,3.85000E+02,3.33225E-08
SA(3.53),2.15830E-01,2.00000E-02,8.75000E+00,3.95000E+02,2.82967E-08
SA(3.53),1.05040E-01,1.00000E-01,4.75000E+00,5.00000E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,4.75000E+00,1.50000E+01,6.58184E-10
SA(3.53),1.05040E-01,1.00000E-01,4.75000E+00,2.50000E+01,5.29883E-11
SA(3.53),1.05040E-01,1.00000E-01,4.75000E+00,3.50000E+01,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,4.75000E+00,4.50000E+01,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,4.75000E+00,5.50000E+01,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,4.75000E+00,6.50000E+01,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,4.75000E+00,7.50000E+01,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,4.75000E+00,8.50000E+01,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,4.75000E+00,9.50000E+01,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,4.75000E+00,1.05000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,4.75000E+00,1.15000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,4.75000E+00,1.25000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,4.75000E+00,1.35000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,4.75000E+00,1.45000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,4.75000E+00,1.55000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,4.75000E+00,1.65000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,4.75000E+00,1.75000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,4.75000E+00,1.85000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,4.75000E+00,1.95000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,4.75000E+00,2.05000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,4.75000E+00,2.15000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,4.75000E+00,2.25000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,4.75000E+00,2.35000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,4.75000E+00,2.45000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,4.75000E+00,2.55000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,4.75000E+00,2.65000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,4.75000E+00,2.75000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,4.75000E+00,2.85000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,4.75000E+00,2.95000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,4.75000E+00,3.05000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,4.75000E+00,3.15000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,4.75000E+00,3.25000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,4.75000E+00,3.35000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,4.75000E+00,3.45000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,4.75000E+00,3.55000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,4.75000E+00,3.65000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,4.75000E+00,3.75000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,4.75000E+00,3.85000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,4.75000E+00,3.95000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,5.25000E+00,5.00000E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,5.25000E+00,1.50000E+01,9.74720E-08
SA(3.53),1.05040E-01,1.00000E-01,5.25000E+00,2.50000E+01,5.87954E-08
SA(3.53),1.05040E-01,1.00000E-01,5.25000E+00,3.50000E+01,4.30237E-09
SA(3.53),1.05040E-01,1.00000E-01,5.25000E+00,4.50000E+01,1.63553E-10
SA(3.53),1.05040E-01,1.00000E-01,5.25000E+00,5.50000E+01,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,5.25000E+00,6.50000E+01,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,5.25000E+00,7.50000E+01,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,5.25000E+00,8.50000E+01,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,5.25000E+00,9.50000E+01,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,5.25000E+00,1.05000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,5.25000E+00,1.15000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,5.25000E+00,1.25000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,5.25000E+00,1.35000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,5.25000E+00,1.45000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,5.25000E+00,1.55000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,5.25000E+00,1.65000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,5.25000E+00,1.75000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,5.25000E+00,1.85000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,5.25000E+00,1.95000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,5.25000E+00,2.05000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,5.25000E+00,2.15000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,5.25000E+00,2.25000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,5.25000E+00,2.35000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,5.25000E+00,2.45000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,5.25000E+00,2.55000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,5.25000E+00,2.65000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,5.25000E+00,2.75000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,5.25000E+00,2.85000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,5.25000E+00,2.95000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,5.25000E+00,3.05000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,5.25000E+00,3.15000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,5.25000E+00,3.25000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,5.25000E+00,3.35000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,5.25000E+00,3.45000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,5.25000E+00,3.55000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,5.25000E+00,3.65000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,5.25000E+00,3.75000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,5.25000E+00,3.85000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,5.25000E+00,3.95000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,5.75000E+00,5.00000E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,5.75000E+00,1.50000E+01,1.10248E-04
SA(3.53),1.05040E-01,1.00000E-01,5.75000E+00,2.50000E+01,1.36298E-04
SA(3.53),1.05040E-01,1.00000E-01,5.75000E+00,3.50000E+01,1.62660E-05
SA(3.53),1.05040E-01,1.00000E-01,5.75000E+00,4.50000E+01,1.87413E-06
SA(3.53),1.05040E-01,1.00000E-01,5.75000E+00,5.50000E+01,6.87040E-07
SA(3.53),1.05040E-01,1.00000E-01,5.75000E+00,6.50000E+01,3.16551E-07
SA(3.53),1.05040E-01,1.00000E-01,5.75000E+00,7.50000E+01,9.69505E-08
SA(3.53),1.05040E-01,1.00000E-01,5.75000E+00,8.50000E+01,3.96677E-08
SA(3.53),1.05040E-01,1.00000E-01,5.75000E+00,9.50000E+01,1.49274E-08
SA(3.53),1.05040E-01,1.00000E-01,5.75000E+00,1.05000E+02,4.49787E-09
SA(3.53),1.05040E-01,1.00000E-01,5.75000E+00,1.15000E+02,1.26853E-09
SA(3.53),1.05040E-01,1.00000E-01,5.75000E+00,1.25000E+02,2.99325E-10
SA(3.53),1.05040E-01,1.00000E-01,5.75000E+00,1.35000E+02,8.42063E-11
SA(3.53),1.05040E-01,1.00000E-01,5.75000E+00,1.45000E+02,1.11626E-11
SA(3.53),1.05040E-01,1.00000E-01,5.75000E+00,1.55000E+02,3.85580E-13
SA(3.53),1.05040E-01,1.00000E-01,5.75000E+00,1.65000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,5.75000E+00,1.75000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,5.75000E+00,1.85000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,5.75000E+00,1.95000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,5.75000E+00,2.05000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,5.75000E+00,2.15000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,5.75000E+00,2.25000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,5.75000E+00,2.35000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,5.75000E+00,2.45000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,5.75000E+00,2.55000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,5.75000E+00,2.65000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,5.75000E+00,2.75000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,5.75000E+00,2.85000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,5.75000E+00,2.95000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,5.75000E+00,3.05000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,5.75000E+00,3.15000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,5.75000E+00,3.25000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,5.75000E+00,3.35000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,5.75000E+00,3.45000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,5.75000E+00,3.55000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,5.75000E+00,3.65000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,5.75000E+00,3.75000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,5.75000E+00,3.85000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,5.75000E+00,3.95000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,6.25000E+00,5.00000E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,6.25000E+00,1.50000E+01,1.00088E-02
SA(3.53),1.05040E-01,1.00000E-01,6.25000E+00,2.50000E+01,9.10649E-03
SA(3.53),1.05040E-01,1.00000E-01,6.25000E+00,3.50000E+01,1.63437E-03
SA(3.53),1.05040E-01,1.00000E-01,6.25000E+00,4.50000E+01,3.25350E-04
SA(3.53),1.05040E-01,1.00000E-01,6.25000E+00,5.50000E+01,4.22003E-04
SA(3.53),1.05040E-01,1.00000E-01,6.25000E+00,6.50000E+01,2.16507E-04
SA(3.53),1.05040E-01,1.00000E-01,6.25000E+00,7.50000E+01,1.45415E-04
SA(3.53),1.05040E-01,1.00000E-01,6.25000E+00,8.50000E+01,9.81456E-05
SA(3.53),1.05040E-01,1.00000E-01,6.25000E+00,9.50000E+01,4.98673E-05
SA(3.53),1.05040E-01,1.00000E-01,6.25000E+00,1.05000E+02,1.92157E-05
SA(3.53),1.05040E-01,1.00000E-01,6.25000E+00,1.15000E+02,8.96130E-06
SA(3.53),1.05040E-01,1.00000E-01,6.25000E+00,1.25000E+02,5.48126E-06
SA(3.53),1.05040E-01,1.00000E-01,6.25000E+00,1.35000E+02,2.89197E-06
SA(3.53),1.05040E-01,1.00000E-01,6.25000E+00,1.45000E+02,1.34632E-06
SA(3.53),1.05040E-01,1.00000E-01,6.25000E+00,1.55000E+02,9.24016E-07
SA(3.53),1.05040E-01,1.00000E-01,6.25000E+00,1.65000E+02,5.94030E-07
SA(3.53),1.05040E-01,1.00000E-01,6.25000E+00,1.75000E+02,3.84400E-07
SA(3.53),1.05040E-01,1.00000E-01,6.25000E+00,1.85000E+02,2.18013E-07
SA(3.53),1.05040E-01,1.00000E-01,6.25000E+00,1.95000E+02,1.65129E-07
SA(3.53),1.05040E-01,1.00000E-01,6.25000E+00,2.05000E+02,1.00730E-07
SA(3.53),1.05040E-01,1.00000E-01,6.25000E+00,2.15000E+02,7.48924E-08
SA(3.53),1.05040E-01,1.00000E-01,6.25000E+00,2.25000E+02,3.95720E-08
SA(3.53),1.05040E-01,1.00000E-01,6.25000E+00,2.35000E+02,2.41866E-08
SA(3.53),1.05040E-01,1.00000E-01,6.25000E+00,2.45000E+02,1.91287E-08
SA(3.53),1.05040E-01,1.00000E-01,6.25000E+00,2.55000E+02,1.70036E-08
SA(3.53),1.05040E-01,1.00000E-01,6.25000E+00,2.65000E+02,1.22039E-08
SA(3.53),1.05040E-01,1.00000E-01,6.25000E+00,2.75000E+02,9.24628E-09
SA(3.53),1.05040E-01,1.00000E-01,6.25000E+00,2.85000E+02,6.75778E-09
SA(3.53),1.05040E-01,1.00000E-01,6.25000E+00,2.95000E+02,4.62399E-09
SA(3.53),1.05040E-01,1.00000E-01,6.25000E+00,3.05000E+02,3.70122E-09
SA(3.53),1.05040E-01,1.00000E-01,6.25000E+00,3.15000E+02,2.86962E-09
SA(3.53),1.05040E-01,1.00000E-01,6.25000E+00,3.25000E+02,2.20267E-09
SA(3.53),1.05040E-01,1.00000E-01,6.25000E+00,3.35000E+02,1.61539E-09
SA(3.53),1.05040E-01,1.00000E-01,6.25000E+00,3.45000E+02,1.14002E-09
SA(3.53),1.05040E-01,1.00000E-01,6.25000E+00,3.55000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,6.25000E+00,3.65000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,6.25000E+00,3.75000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,6.25000E+00,3.85000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,6.25000E+00,3.95000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,6.75000E+00,5.00000E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,6.75000E+00,1.50000E+01,1.97810E-02
SA(3.53),1.05040E-01,1.00000E-01,6.75000E+00,2.50000E+01,7.31614E-03
SA(3.53),1.05040E-01,1.00000E-01,6.75000E+00,3.50000E+01,2.10725E-03
SA(3.53),1.05040E-01,1.00000E-01,6.75000E+00,4.50000E+01,5.71941E-04
SA(3.53),1.05040E-01,1.00000E-01,6.75000E+00,5.50000E+01,1.36333E-03
SA(3.53),1.05040E-01,1.00000E-01,6.75000E+00,6.50000E+01,7.56567E-04
SA(3.53),1.05040E-01,1.00000E-01,6.75000E+00,7.50000E+01,5.59599E-04
SA(3.53),1.05040E-01,1.00000E-01,6.75000E+00,8.50000E+01,4.01690E-04
SA(3.53),1.05040E-01,1.00000E-01,6.75000E+00,9.50000E+01,1.66634E-04
SA(3.53),1.05040E-01,1.00000E-01,6.75000E+00,1.05000E+02,8.42818E-05
SA(3.53),1.05040E-01,1.00000E-01,6.75000E+00,1.15000E+02,4.75989E-05
SA(3.53),1.05040E-01,1.00000E-01,6.75000E+00,1.25000E+02,2.77624E-05
SA(3.53),1.05040E-01,1.00000E-01,6.75000E+00,1.35000E+02,1.50672E-05
SA(3.53),1.05040E-01,1.00000E-01,6.75000E+00,1.45000E+02,6.80672E-06
SA(3.53),1.05040E-01,1.00000E-01,6.75000E+00,1.55000E+02,4.56112E-06
SA(3.53),1.05040E-01,1.00000E-01,6.75000E+00,1.65000E+02,3.20409E-06
SA(3.53),1.05040E-01,1.00000E-01,6.75000E+00,1.75000E+02,2.27688E-06
SA(3.53),1.05040E-01,1.00000E-01,6.75000E+00,1.85000E+02,1.66956E-06
SA(3.53),1.05040E-01,1.00000E-01,6.75000E+00,1.95000E+02,1.27326E-06
SA(3.53),1.05040E-01,1.00000E-01,6.75000E+00,2.05000E+02,7.57077E-07
SA(3.53),1.05040E-01,1.00000E-01,6.75000E+00,2.15000E+02,5.55991E-07
